"","longitude","latitude","housing_median_age","population","households","median_income","median_house_value","mean_bedrooms","mean_rooms","location"
"9896",-122.29,38.28,38,1272,406,3.6083,134200,1.04679802955665,5.68472906403941,"NEAR BAY"
"9897",-122.26,38.29,10,482,180,6.5799,218100,0.888888888888889,5.38333333333333,"NEAR BAY"
"9898",-122.27,38.29,36,678,295,2.8409,153000,1.03728813559322,4.90169491525424,"NEAR BAY"
"9899",-122.28,38.3,23,245,130,2.0134,142500,1.16923076923077,4.04615384615385,"NEAR BAY"
"9900",-122.28,38.29,19,139,80,1.9875,325000,1.4,6.6375,"NEAR BAY"
"9901",-122.27,38.29,20,2088,774,3.3021,152700,1.02713178294574,5,"NEAR BAY"
"9902",-122.26,38.28,24,1462,503,4.5,158300,0.998011928429423,5.62823061630219,"NEAR BAY"
"9903",-122.27,38.28,37,766,302,2.6618,136200,1.00331125827815,3.87417218543046,"NEAR BAY"
"9904",-122.26,38.31,33,1776,669,5.2444,281100,1.05231689088191,6.75336322869955,"NEAR BAY"
"9905",-122.27,38.32,31,545,297,1.9946,206800,1.07407407407407,4.26599326599327,"NEAR BAY"
"9906",-122.27,38.31,44,1373,582,2.9054,155200,1.01202749140893,5.20618556701031,"NEAR BAY"
"9907",-122.28,38.32,12,2293,960,3.4543,194500,1.046875,4.80104166666667,"NEAR BAY"
"9908",-122.29,38.32,23,2317,934,2.7667,153200,1.06316916488223,4.61670235546039,"NEAR BAY"
"9909",-122.3,38.32,20,1045,460,2.5035,153200,1.05652173913043,4.48478260869565,"NEAR BAY"
"9910",-122.3,38.31,34,1162,407,3.455,137500,0.97051597051597,4.41523341523342,"NEAR BAY"
"9911",-122.29,38.31,25,2756,998,2.7325,162900,1.00701402805611,4.93687374749499,"NEAR BAY"
"9912",-122.28,38.31,52,48,22,1.76,166700,0.818181818181818,2.63636363636364,"NEAR BAY"
"9913",-122.29,38.31,45,1635,723,2.2721,139800,1.04287690179806,4.25311203319502,"NEAR BAY"
"9914",-122.3,38.3,44,1922,736,2.6346,139800,1.0991847826087,5.01358695652174,"NEAR BAY"
"9915",-122.31,38.34,19,1827,605,4.5293,210400,1.13057851239669,6.92066115702479,"NEAR BAY"
"9916",-122.31,38.33,21,1051,342,3.6042,183300,1.00584795321637,5.61988304093567,"NEAR BAY"
"9917",-122.3,38.33,15,2043,856,4.1862,183600,1.11682242990654,5.53855140186916,"NEAR BAY"
"9918",-122.31,38.33,26,956,365,4.0132,174700,0.928767123287671,5.9041095890411,"NEAR BAY"
"9919",-122.31,38.32,33,1235,465,3.7045,161500,0.905376344086022,5.29677419354839,"NEAR BAY"
"9920",-122.32,38.33,17,370,123,5.0877,209300,0.959349593495935,6.91869918699187,"NEAR BAY"
"9921",-122.33,38.33,15,1303,426,5.3017,202600,1.09859154929577,7.49530516431925,"NEAR BAY"
"9922",-122.32,38.32,19,1221,442,5.8002,238700,0.943438914027149,6.61085972850679,"NEAR BAY"
"9923",-122.32,38.32,22,1478,492,4.0878,164400,1.07317073170732,5.04674796747967,"NEAR BAY"
"9924",-122.31,38.32,35,2074,703,3.285,138100,1.08392603129445,5.68563300142247,"NEAR BAY"
"9925",-122.32,38.32,26,1439,484,5,175200,1.02892561983471,5.59917355371901,"NEAR BAY"
"9926",-122.33,38.31,14,2768,1014,6.1953,258900,0.933925049309665,6.68441814595661,"NEAR BAY"
"9927",-122.31,38.3,25,1641,676,3.9,187300,1.09467455621302,5.74408284023669,"NEAR BAY"
"9928",-122.31,38.31,32,1172,447,3.8796,175500,1.02460850111857,5.76510067114094,"NEAR BAY"
"9929",-122.31,38.3,45,1789,657,3.6039,126000,1.00304414003044,4.60121765601218,"NEAR BAY"
"9930",-122.32,38.29,21,834,352,2.3787,177900,1.01136363636364,4.56534090909091,"NEAR BAY"
"9931",-122.33,38.29,14,1577,459,5.3351,269900,1.08714596949891,7.71459694989107,"NEAR BAY"
"9932",-122.3,38.29,20,1113,398,2.4728,139700,1.09045226130653,4.49497487437186,"NEAR BAY"
"9933",-122.3,38.29,25,1021,399,3.0404,142100,1.07017543859649,4.26315789473684,"NEAR BAY"
"9934",-122.3,38.28,31,944,300,3.3977,158700,1.05333333333333,5.44333333333333,"NEAR BAY"
"9935",-122.31,38.27,34,783,303,4.3585,194400,0.937293729372937,5.76897689768977,"NEAR BAY"
"9936",-122.3,38.27,4,455,248,3.6389,130200,1.06048387096774,4.23790322580645,"NEAR BAY"
"9937",-122.3,38.25,18,1476,699,3.7188,163400,1.25894134477825,5.0758226037196,"NEAR BAY"
"9938",-122.21,38.28,35,555,181,4.4861,269300,1.16022099447514,7.03314917127072,"NEAR BAY"
"9939",-122.24,38.25,33,91,33,4.9167,187500,1.09090909090909,6.45454545454545,"NEAR BAY"
"9940",-122.28,38.22,42,40,25,7.5197,275000,0.72,4.24,"NEAR BAY"
"9941",-122.29,38.19,13,3864,1221,4.7472,148600,1.03112203112203,5.78624078624079,"NEAR BAY"
"9942",-122.25,38.17,34,406,136,4.2955,121300,1.00735294117647,5.72058823529412,"NEAR BAY"
"9944",-122.25,38.16,17,1812,888,2.9375,106700,1.06306306306306,5.0213963963964,"NEAR BAY"
"9945",-122.26,38.16,23,1586,466,4.0337,130400,1.05364806866953,6.09442060085837,"NEAR BAY"
"9946",-122.39,38.37,33,403,163,6.8,240800,1.17177914110429,6.5398773006135,"<1H OCEAN"
"9947",-122.37,38.33,29,764,284,4.825,195100,1.02464788732394,6.57746478873239,"NEAR BAY"
"9948",-122.35,38.3,18,1504,521,5.6304,243100,1.06909788867562,7.16890595009597,"NEAR BAY"
"9949",-122.33,38.21,33,949,342,4.625,228600,1.08187134502924,5.89766081871345,"NEAR BAY"
"9950",-122.4,38.34,33,520,212,3.5781,242500,1.2877358490566,6.64150943396226,"<1H OCEAN"
"9951",-122.33,38.38,28,504,164,4.5694,287500,1.03048780487805,6.21951219512195,"INLAND"
"9952",-122.4,38.41,20,1725,1015,2.5685,267600,1,4.79507389162562,"INLAND"
"9953",-122.32,38.35,20,1673,541,5.5718,185200,1.01478743068392,6.45841035120148,"INLAND"
"9954",-122.36,38.41,18,968,370,3.7067,175000,1.08108108108108,4.88648648648649,"INLAND"
"9955",-122.36,38.4,16,898,500,2.2536,201200,1.092,5.432,"INLAND"
"9956",-122.18,38.35,24,175,61,6.0266,216700,1.11475409836066,6.67213114754098,"INLAND"
"9957",-122.21,38.41,12,1624,598,5.5266,331300,1.09364548494983,7.14046822742475,"INLAND"
"9958",-122.29,38.4,28,844,309,4.7833,361100,1.10032362459547,6.55016181229773,"INLAND"
"9959",-122.33,38.39,36,272,109,6.3427,304800,1.11926605504587,7.62385321100917,"INLAND"
"9960",-122.28,38.34,44,416,174,3.6389,304000,1.09195402298851,6.1264367816092,"NEAR BAY"
"9961",-122.26,38.36,25,349,179,6.9931,398800,1.92178770949721,10.1731843575419,"INLAND"
"9962",-122.26,38.33,34,780,267,5.815,339200,1.18352059925094,7.67041198501873,"NEAR BAY"
"9963",-122.23,38.33,31,1538,537,5.5368,325900,1.06890130353818,6.40595903165736,"NEAR BAY"
"9964",-122.24,38.31,38,823,285,6.1089,280800,1.05614035087719,6.8,"NEAR BAY"
"9965",-122.52,38.53,35,548,207,4.875,336700,1.14009661835749,5.92753623188406,"INLAND"
"9966",-122.48,38.48,29,765,322,4.6379,348200,1.23291925465839,7.07453416149068,"INLAND"
"9967",-122.4,38.46,33,1099,420,4.635,248500,1.10952380952381,6.05238095238095,"INLAND"
"9968",-122.47,38.51,18,980,503,3.5506,187500,1.0258449304175,4.94433399602386,"INLAND"
"9969",-122.47,38.51,25,413,184,3.4904,196900,1.05978260869565,5.04347826086957,"INLAND"
"9970",-122.48,38.51,49,741,339,3.1312,247600,1.15929203539823,5.83185840707965,"INLAND"
"9971",-122.48,38.5,37,1287,439,4.3125,276500,0.984054669703872,6.94533029612756,"INLAND"
"9972",-122.47,38.5,23,959,361,4.1993,214500,1.14958448753463,6.06925207756233,"INLAND"
"9973",-122.45,38.51,18,610,312,1.9441,184400,1.08012820512821,4.15705128205128,"INLAND"
"9974",-122.4,38.53,24,564,231,3.6118,248400,1.25108225108225,7.53679653679654,"INLAND"
"9975",-122.44,38.57,26,2171,360,3.6429,159700,1.08333333333333,5.83611111111111,"INLAND"
"9976",-122.45,38.58,34,1324,464,3.0938,189400,1.04094827586207,5.42456896551724,"INLAND"
"9977",-122.47,38.6,20,589,194,5.3698,303300,1.04123711340206,5.34020618556701,"INLAND"
"9978",-122.48,38.54,37,973,340,4.2096,256600,1.05588235294118,5.58235294117647,"INLAND"
"9979",-122.46,38.53,32,785,309,3.6641,275800,1.07119741100324,5.61488673139159,"INLAND"
"9980",-122.27,38.68,18,343,119,3.1563,98400,1.19327731092437,6.23529411764706,"INLAND"
"9981",-122.26,38.57,22,139,73,2.1979,152800,1.41095890410959,6.97260273972603,"INLAND"
"9982",-122.27,38.53,22,336,103,4.4,142500,1.33009708737864,6.58252427184466,"INLAND"
"9983",-122.18,38.49,15,655,264,3.3393,146900,1.38636363636364,6.60227272727273,"INLAND"
"9984",-122.52,38.67,35,708,253,3.4539,3e+05,1.26877470355731,6.73913043478261,"INLAND"
"9985",-122.59,38.56,43,721,293,4.65,245000,1.29351535836177,7.12627986348123,"<1H OCEAN"
"9986",-122.57,38.58,18,926,487,1.9925,225000,1.03901437371663,4.27720739219713,"INLAND"
"9987",-122.58,38.59,33,539,246,3.5208,195800,1.0650406504065,5.03658536585366,"INLAND"
"9988",-122.58,38.58,32,1549,556,2.3942,183100,1.14568345323741,4.89748201438849,"INLAND"
"9989",-122.59,38.58,18,1454,668,3.7585,185700,1.12574850299401,5.61826347305389,"<1H OCEAN"
"9990",-121.07,39.15,15,3002,1318,2.4726,143400,1.00075872534143,5.18057663125948,"INLAND"
"9991",-121.07,39.09,17,892,299,2.8864,143100,1.15384615384615,6.2809364548495,"INLAND"
"9992",-121.1,39.08,13,602,209,2.5887,144400,1.03349282296651,5.311004784689,"INLAND"
"9993",-121.11,39.09,16,508,190,2.3062,138800,1.03684210526316,5.26315789473684,"INLAND"
"9994",-121.12,39.03,17,388,142,3.6563,163500,1.13380281690141,5.90140845070423,"INLAND"
"9995",-121.05,39.13,10,1168,507,4.4375,185100,0.980276134122288,6.0414201183432,"INLAND"
"9996",-121.03,39.14,10,1275,511,4.0775,164500,1.02544031311155,6.14090019569472,"INLAND"
"9997",-121.07,39.13,8,1977,762,4.0848,155900,1.09186351706037,6.3503937007874,"INLAND"
"9998",-121.05,39.11,7,1143,382,3.6333,170200,1.10732984293194,7.2434554973822,"INLAND"
"9999",-121.04,39.08,8,1307,451,3.463,201700,1.16629711751663,6.36363636363636,"INLAND"
"10000",-121,39.09,7,246,80,3.0781,162500,1.05,5.4875,"INLAND"
"10001",-121.08,39.02,13,752,270,4.2031,209600,1.01851851851852,6.81111111111111,"INLAND"
"10002",-121.07,39.05,10,827,287,3.6087,182100,1.08362369337979,6.31707317073171,"INLAND"
"10003",-121.07,39.04,9,884,333,4.5042,206400,1.11711711711712,7.12912912912913,"INLAND"
"10004",-121.03,39.05,12,806,283,3.9185,195200,1.08480565371025,6.62544169611307,"INLAND"
"10005",-121.06,39.04,14,633,261,4.2802,194800,1.06896551724138,6.32567049808429,"INLAND"
"10006",-121.06,39.04,15,585,246,5.5161,361900,1.16666666666667,8.1260162601626,"INLAND"
"10007",-121.06,39.03,11,775,283,3.8417,187200,1.07067137809187,6.6678445229682,"INLAND"
"10008",-121.22,39.11,14,660,228,3.0804,156800,1.17982456140351,6.16228070175439,"INLAND"
"10009",-121.19,39.05,14,520,178,3.9,180400,1.08426966292135,6.35393258426966,"INLAND"
"10010",-121.14,39.1,13,629,214,5.0389,171500,1.0607476635514,5.07009345794393,"INLAND"
"10011",-121.12,39.2,9,681,221,3.045,170400,1.14932126696833,6.47511312217195,"INLAND"
"10012",-121.1,39.15,10,354,140,4.0333,161500,1.02142857142857,4.85714285714286,"INLAND"
"10013",-121.08,39.18,19,963,379,3.7426,162700,1.04749340369393,6.12928759894459,"INLAND"
"10014",-121.18,39.26,14,352,121,3.5938,140300,1.33057851239669,6.70247933884298,"INLAND"
"10015",-121.18,39.25,9,1208,479,4.3646,185900,1.17327766179541,7.1294363256785,"INLAND"
"10016",-121.2,39.25,5,376,141,4.3523,188200,1.02127659574468,6.42553191489362,"INLAND"
"10017",-121.18,39.23,8,782,344,3.7125,175000,1.04651162790698,6.13953488372093,"INLAND"
"10018",-121.21,39.24,7,1355,566,4.3702,226100,1.18904593639576,7.40989399293286,"INLAND"
"10019",-121.2,39.23,9,955,418,5.2359,213300,1.06937799043062,6.70334928229665,"INLAND"
"10020",-121.18,39.19,16,729,319,2.4688,138800,1.10031347962382,4.78996865203762,"INLAND"
"10021",-121.16,39.18,14,462,185,3.1042,152000,1.01081081081081,5.43783783783784,"INLAND"
"10022",-121.25,39.17,9,411,176,2.125,151800,1.07386363636364,5.67613636363636,"INLAND"
"10023",-121.2,39.2,16,554,184,2.9688,128300,0.989130434782609,5.64673913043478,"INLAND"
"10024",-121.15,39.23,13,1816,682,2.8102,144400,1.11876832844575,5.69354838709677,"INLAND"
"10025",-121.24,39.22,14,399,161,2.2917,145100,1.01242236024845,6.1055900621118,"INLAND"
"10026",-121.23,39.27,11,573,205,3.3603,162500,1.09268292682927,6.17073170731707,"INLAND"
"10027",-121.07,39.23,39,929,423,1.9886,113800,1.02364066193853,4.96217494089835,"INLAND"
"10028",-121.04,39.24,48,471,219,2.3125,125700,1.0365296803653,5.42465753424658,"INLAND"
"10029",-121.05,39.23,20,1053,390,1.5313,154900,0.958974358974359,4.18974358974359,"INLAND"
"10030",-121.06,39.23,10,982,512,2.186,132700,1.048828125,4.353515625,"INLAND"
"10031",-121.06,39.22,52,837,391,2.325,109700,1.07928388746803,4.47314578005115,"INLAND"
"10032",-121.09,39.23,35,1181,480,2.7813,109200,1.06458333333333,5.49375,"INLAND"
"10033",-121.07,39.22,52,928,435,2.425,121100,1.13793103448276,5.59080459770115,"INLAND"
"10034",-121.08,39.22,30,1033,437,2.1419,105200,0.988558352402746,5.00686498855835,"INLAND"
"10035",-121.08,39.21,17,1319,583,2.4811,111800,1.01200686106346,5.20240137221269,"INLAND"
"10036",-121.09,39.22,25,1045,419,2.6042,116700,1.04773269689737,5.25059665871122,"INLAND"
"10037",-121.07,39.2,45,133,51,1,90600,1.2156862745098,4,"INLAND"
"10038",-121.02,39.23,16,642,333,1.4241,125000,0.957957957957958,4.28528528528529,"INLAND"
"10039",-121.04,39.22,14,853,399,2.25,112500,1.18045112781955,4.734335839599,"INLAND"
"10040",-121.03,39.21,28,1310,525,3.2337,123100,1.01904761904762,5.4152380952381,"INLAND"
"10041",-121.05,39.2,48,716,350,2.3125,108300,1.11142857142857,5.02571428571429,"INLAND"
"10042",-121.06,39.21,52,637,299,2.2083,103900,1.03344481605351,4.8561872909699,"INLAND"
"10043",-121.05,39.21,43,611,260,2.535,117100,1.05,4.86153846153846,"INLAND"
"10044",-120.94,39.22,12,661,232,4.0062,153800,1.1551724137931,5.69396551724138,"INLAND"
"10045",-120.83,39.27,14,1373,562,3.67,160100,1.08185053380783,5.93950177935943,"INLAND"
"10046",-121,39.23,15,1267,408,4.0426,191700,1.10294117647059,6.88480392156863,"INLAND"
"10047",-120.99,39.22,16,737,243,2.8942,182500,1.13168724279835,6.16049382716049,"INLAND"
"10048",-120.99,39.2,15,1296,518,3.3009,156800,1.08494208494208,5.77799227799228,"INLAND"
"10049",-120.93,39.17,13,1110,419,3.6563,164900,1.10739856801909,5.56324582338902,"INLAND"
"10050",-120.99,39.13,14,285,116,3.6434,155400,1,6.63793103448276,"INLAND"
"10051",-120.99,39.18,23,1016,405,3.6607,153000,1.1283950617284,6.2962962962963,"INLAND"
"10052",-121,39.16,10,537,194,3.2813,163200,1.15979381443299,6.03092783505155,"INLAND"
"10053",-121.04,39.19,17,518,170,3.5859,144300,0.982352941176471,5.03529411764706,"INLAND"
"10054",-121.02,39.17,17,1149,476,3.2303,149500,0.964285714285714,4.78361344537815,"INLAND"
"10055",-121.02,39.27,52,1424,609,3.2,155000,1.16091954022989,6.10837438423645,"INLAND"
"10056",-121.03,39.26,49,1422,606,2.4283,143100,1.25247524752475,6.16996699669967,"INLAND"
"10057",-121,39.26,14,302,138,3.1094,136100,1.09420289855072,5.8695652173913,"INLAND"
"10058",-121.02,39.25,52,604,249,2.2278,155400,1.10441767068273,6.22088353413655,"INLAND"
"10059",-121.06,39.29,14,894,332,3.4028,171800,0.996987951807229,5.6144578313253,"INLAND"
"10060",-120.94,39.32,14,1569,556,3.5385,157400,1.07014388489209,5.61151079136691,"INLAND"
"10061",-121.06,39.25,17,1390,520,3.9537,172800,1.03653846153846,6.01346153846154,"INLAND"
"10062",-120.89,39.3,17,974,371,3.5417,155100,1.16172506738544,6.15094339622642,"INLAND"
"10063",-120.99,39.26,16,1090,425,3.7917,179200,0.992941176470588,6.15529411764706,"INLAND"
"10064",-120.91,39.39,16,226,82,1.6094,79500,1.28048780487805,4.29268292682927,"INLAND"
"10065",-121.03,39.37,15,1172,306,2.6341,85000,1.06535947712418,4.36928104575163,"INLAND"
"10066",-121.13,39.31,17,1693,619,2.8102,128900,1.1389337641357,5.56058158319871,"INLAND"
"10067",-120.74,39.39,18,152,77,1.3523,85700,1.51948051948052,5.88311688311688,"INLAND"
"10069",-120.17,39.33,18,486,179,4.119,110900,1.13966480446927,5.84357541899441,"INLAND"
"10070",-120.2,39.33,26,905,321,3.7841,109500,1.18068535825545,6.19314641744548,"INLAND"
"10071",-120.19,39.32,16,646,208,2.3594,155700,1.43269230769231,7.38461538461539,"INLAND"
"10072",-120.17,39.32,14,1000,354,3.5652,119800,1.38135593220339,6.83898305084746,"INLAND"
"10073",-120.17,39.33,10,195,95,0.9283,116300,1.48421052631579,6.46315789473684,"INLAND"
"10074",-120.1,39.37,10,1016,373,4.5208,117300,1.09919571045576,6.23324396782842,"INLAND"
"10075",-120.1,39.33,9,1193,412,4.3958,124800,1.2378640776699,6.64563106796117,"INLAND"
"10076",-120.15,39.36,9,694,243,5.6856,138100,1.64609053497942,9.27572016460905,"INLAND"
"10086",-117.95,33.94,28,1287,496,5.0782,264100,1,5.74798387096774,"<1H OCEAN"
"10087",-117.96,33.94,34,1159,378,4.8906,228900,1.05555555555556,5.89417989417989,"<1H OCEAN"
"10088",-117.97,33.94,36,947,324,4.1205,217000,1.04320987654321,5.77160493827161,"<1H OCEAN"
"10089",-117.97,33.94,34,690,268,5.5608,255800,0.98134328358209,6.08955223880597,"<1H OCEAN"
"10090",-117.97,33.94,35,1056,366,4.0893,215700,0.983606557377049,5.26775956284153,"<1H OCEAN"
"10091",-117.97,33.93,31,918,347,4.4107,202000,1.07492795389049,5.69164265129683,"<1H OCEAN"
"10092",-117.97,33.93,33,981,362,4.5461,194000,1.01933701657459,4.69613259668508,"<1H OCEAN"
"10093",-117.96,33.93,31,841,330,3.46,232800,0.972727272727273,4.45757575757576,"<1H OCEAN"
"10094",-117.96,33.93,29,1275,501,3.776,192600,1.04191616766467,4.62275449101796,"<1H OCEAN"
"10095",-117.96,33.94,31,1407,476,2.6641,185200,1.08823529411765,5.03571428571429,"<1H OCEAN"
"10096",-117.94,33.93,33,1346,366,4.0833,162500,1.01092896174863,4.83606557377049,"<1H OCEAN"
"10097",-117.94,33.93,34,698,293,3.8194,186000,1.08873720136519,5.03412969283276,"<1H OCEAN"
"10098",-117.94,33.93,14,1037,244,2.7125,166100,0.950819672131147,4.09426229508197,"<1H OCEAN"
"10099",-117.95,33.93,25,2400,750,3.4702,161900,1.068,4.59333333333333,"<1H OCEAN"
"10100",-117.95,33.93,37,1904,630,2.6123,161300,1,4.17936507936508,"<1H OCEAN"
"10101",-117.96,33.93,15,839,390,4.7446,175400,1.07435897435897,5.16410256410256,"<1H OCEAN"
"10102",-117.97,33.92,32,1296,429,5.7796,241300,0.927738927738928,6.10722610722611,"<1H OCEAN"
"10103",-117.97,33.93,35,989,351,4.1321,198100,0.934472934472934,5.37606837606838,"<1H OCEAN"
"10104",-117.97,33.92,24,900,436,3,251400,0.954128440366973,4.62614678899083,"<1H OCEAN"
"10105",-117.96,33.92,18,1654,912,3.2158,215000,1.12609649122807,4.10526315789474,"<1H OCEAN"
"10106",-117.95,33.92,18,1590,643,3.6106,153600,1.02643856920684,4.39346811819596,"<1H OCEAN"
"10107",-117.94,33.92,28,1062,169,3.0588,145200,1.05917159763314,3.7810650887574,"<1H OCEAN"
"10108",-117.95,33.92,32,1201,302,4,178200,1.03311258278146,5.5,"<1H OCEAN"
"10109",-117.95,33.92,11,1594,694,4.3426,141300,1.01729106628242,4.50576368876081,"<1H OCEAN"
"10110",-117.94,33.92,32,1038,222,4.6696,165500,0.932432432432432,4.74324324324324,"<1H OCEAN"
"10111",-117.95,33.92,13,2038,559,3.1378,137000,1.05903398926655,4.13595706618962,"<1H OCEAN"
"10112",-117.94,33.94,25,1452,501,5.1084,303800,1.08982035928144,6.48702594810379,"<1H OCEAN"
"10113",-117.94,33.94,30,845,309,4.5096,241100,0.993527508090615,5.16504854368932,"<1H OCEAN"
"10114",-117.95,33.94,31,1135,434,4.45,267900,0.993087557603687,5.15437788018433,"<1H OCEAN"
"10115",-117.94,33.94,26,1236,520,2.2156,145000,1.03846153846154,3.77307692307692,"<1H OCEAN"
"10116",-117.93,33.94,30,1135,392,6.0516,245000,0.974489795918367,6.78061224489796,"<1H OCEAN"
"10117",-117.93,33.94,28,1820,657,4.225,224700,1.09436834094368,5.57686453576865,"<1H OCEAN"
"10118",-117.93,33.93,25,1702,523,3.7933,184400,1.02103250478011,4.64818355640535,"<1H OCEAN"
"10119",-117.92,33.94,27,2045,664,5.583,267700,0.933734939759036,6.87650602409639,"<1H OCEAN"
"10120",-117.92,33.94,30,1255,421,4.7813,198200,0.935866983372922,5.95249406175772,"<1H OCEAN"
"10121",-117.93,33.92,34,1393,433,4.2443,174400,1.00923787528868,5.24480369515012,"<1H OCEAN"
"10122",-117.93,33.93,37,931,234,2.8,137500,1.16666666666667,4.82051282051282,"<1H OCEAN"
"10123",-117.93,33.93,33,1062,356,2.1944,139600,1.06179775280899,4.56741573033708,"<1H OCEAN"
"10124",-117.92,33.93,12,1532,854,3.75,166300,1.04215456674473,5.16978922716628,"<1H OCEAN"
"10125",-117.91,33.93,21,1207,350,6.2452,291700,1.03714285714286,7.36571428571429,"<1H OCEAN"
"10126",-117.91,33.94,15,2314,787,6.3433,350500,1.06988564167726,7.36848792884371,"<1H OCEAN"
"10127",-117.89,33.94,20,1822,675,4.7216,227000,1.01481481481481,4.96148148148148,"<1H OCEAN"
"10128",-117.88,33.93,17,2771,866,7.6486,306700,0.994226327944573,7.04387990762125,"<1H OCEAN"
"10129",-117.9,33.93,12,1897,1080,3.3173,247400,1.10277777777778,4.00462962962963,"<1H OCEAN"
"10130",-117.89,33.92,17,1381,535,5.4617,190300,1.03738317757009,5.48785046728972,"<1H OCEAN"
"10131",-117.9,33.92,27,391,126,5.9177,267600,0.920634920634921,5.53968253968254,"<1H OCEAN"
"10132",-117.91,33.92,21,398,70,4.7222,208300,1.3,5.42857142857143,"<1H OCEAN"
"10133",-117.91,33.91,27,1555,488,3.6106,196400,1.02663934426229,4.46926229508197,"<1H OCEAN"
"10134",-117.91,33.91,34,894,297,5.0096,221700,1.02020202020202,5.93602693602694,"<1H OCEAN"
"10135",-117.91,33.91,32,666,276,4.125,230200,1.09057971014493,5.54347826086957,"<1H OCEAN"
"10136",-117.91,33.91,24,1015,385,4.9766,267100,0.984415584415584,5.84155844155844,"<1H OCEAN"
"10137",-117.89,33.92,34,1025,315,3.8333,170400,0.990476190476191,4.67619047619048,"<1H OCEAN"
"10138",-117.89,33.91,33,527,227,3.7321,216500,0.986784140969163,5.56828193832599,"<1H OCEAN"
"10139",-117.9,33.91,36,687,221,3.5403,195400,1.16289592760181,6.2262443438914,"<1H OCEAN"
"10140",-117.89,33.92,8,1281,470,3.4954,159500,1.15744680851064,4.51063829787234,"<1H OCEAN"
"10141",-117.89,33.92,14,609,328,2.3935,125000,1.13719512195122,4.76219512195122,"<1H OCEAN"
"10142",-117.89,33.9,16,652,226,6.5284,288700,0.955752212389381,6.30973451327434,"<1H OCEAN"
"10143",-117.89,33.9,23,693,230,7.898,258200,0.982608695652174,6.66521739130435,"<1H OCEAN"
"10144",-117.9,33.9,19,1002,402,4.9743,193500,1.02985074626866,5.41293532338308,"<1H OCEAN"
"10145",-117.9,33.91,26,1227,439,4.9524,226600,1.08428246013667,6.57175398633257,"<1H OCEAN"
"10146",-117.9,33.91,33,2049,834,4.3103,201600,0.964028776978417,5.01318944844125,"<1H OCEAN"
"10147",-117.92,33.92,19,1272,337,5.1952,302100,1.18694362017804,6.47181008902077,"<1H OCEAN"
"10148",-117.92,33.91,33,1204,412,6.1825,336900,0.927184466019418,6.96116504854369,"<1H OCEAN"
"10149",-117.92,33.91,27,891,316,9.5561,411800,0.981012658227848,8.09493670886076,"<1H OCEAN"
"10150",-117.91,33.9,27,383,133,9.3125,293500,0.857142857142857,6.23308270676692,"<1H OCEAN"
"10151",-117.92,33.89,18,1116,429,5.4716,4e+05,1.13519813519814,6.74825174825175,"<1H OCEAN"
"10152",-117.92,33.9,13,1010,313,6.3489,337900,1.0223642172524,5.79552715654952,"<1H OCEAN"
"10153",-117.93,33.91,24,676,273,5.2017,364600,1.08791208791209,6.21978021978022,"<1H OCEAN"
"10154",-117.9,33.9,18,1430,568,6.9399,349600,1.01408450704225,6.72711267605634,"<1H OCEAN"
"10155",-117.9,33.88,28,947,356,9.0055,375400,0.971910112359551,7.57303370786517,"<1H OCEAN"
"10157",-117.92,33.89,12,622,316,5.0258,161800,1.24367088607595,5.88291139240506,"<1H OCEAN"
"10158",-117.97,33.91,19,3853,1313,6.0076,269500,1.003808073115,6.16603198781417,"<1H OCEAN"
"10159",-117.96,33.9,9,1070,293,7.2532,381500,0.969283276450512,6.48122866894198,"<1H OCEAN"
"10160",-117.95,33.9,15,1679,498,6.8429,372600,0.961847389558233,6.13855421686747,"<1H OCEAN"
"10161",-117.96,33.9,10,1213,347,6.5635,346900,1.02593659942363,6.98270893371758,"<1H OCEAN"
"10162",-117.98,33.9,6,506,280,4.8264,146800,1.23928571428571,5.48928571428571,"<1H OCEAN"
"10163",-117.96,33.88,25,1588,466,6.2556,341300,0.989270386266094,7.67811158798283,"<1H OCEAN"
"10164",-117.95,33.89,17,755,254,6.5764,349000,0.97244094488189,6.55511811023622,"<1H OCEAN"
"10165",-117.96,33.89,24,625,230,4.4375,334100,1.09565217391304,5.79130434782609,"<1H OCEAN"
"10166",-117.94,33.91,18,3946,1451,5.6441,313000,1.05237767057202,6.08959338387319,"<1H OCEAN"
"10168",-117.94,33.89,30,1076,374,6.7528,459600,1.08021390374332,6.8903743315508,"<1H OCEAN"
"10169",-117.94,33.88,35,833,335,5.3738,365100,1.02388059701493,6.44477611940299,"<1H OCEAN"
"10171",-117.98,33.87,25,1435,496,3.3199,188800,1.0383064516129,4.10685483870968,"<1H OCEAN"
"10172",-117.98,33.87,29,937,294,3.8068,158700,1.12925170068027,4.45578231292517,"<1H OCEAN"
"10173",-117.98,33.86,25,726,183,3.875,137500,1.45355191256831,5.60109289617486,"<1H OCEAN"
"10174",-117.98,33.86,26,781,315,4.1287,205800,0.904761904761905,3.93650793650794,"<1H OCEAN"
"10175",-117.97,33.87,28,1255,433,3.7054,169200,1.0161662817552,4.12009237875289,"<1H OCEAN"
"10176",-117.97,33.86,34,1682,463,3.6006,161700,1.05831533477322,4.61771058315335,"<1H OCEAN"
"10177",-117.97,33.86,35,1265,378,3.5855,174300,0.970899470899471,4.47354497354497,"<1H OCEAN"
